largest_property_use_type_-_gross_floor_area_(ft),energy_star_score,source_eui_(kbtu/ft),weather_normalized_source_eui_(kbtu/ft),site_eui_(kbtu/ft),weather_normalized_site_eui_(kbtu/ft),weather_normalized_site_electricity_intensity_(kwh/ft),weather_normalized_site_natural_gas_intensity_(therms/ft),natural_gas_use_(kbtu),weather_normalized_site_natural_gas_use_(therms),electricity_use_-_grid_purchase_(kwh),weather_normalized_site_electricity_(kwh),total_ghg_emissions_(metric_tons_co2e),direct_ghg_emissions_(metric_tons_co2e),indirect_ghg_emissions_(metric_tons_co2e),occupancy,number_of_buildings,self-reported_gross_floor_area_(ft),age,primary_property_type_-_self_selected,postal_code,largest_property_use_type,metered_areas_(energy),borough,AddressNumber,StreetName,label_for_target_var
58560.0,100.0,68.3,71.9,57.4,60.8,1.3,0.6,3093821.0,32913.2,78782.0,78782.0,187.1,164.3,22.8,100,1,58560,72,Multifamily Housing,11223,Multifamily Housing,Whole Building,Brooklyn,675,Z,2
56778.0,27.0,121.7,126.4,78.3,83.2,5.8,0.0,134593.3,1345.9,332373.8,330053.5,346.9,246.4,100.5,100,1,56778,75,Multifamily Housing,10025,Multifamily Housing,Whole Building,Manhattan,205,95th,0
325193.0,98.0,77.2,77.2,27.6,27.6,8.1,,,,2627595.9,2627595.9,759.3,0.0,759.3,100,1,325193,23,Multifamily Housing,11231,Multifamily Housing,Whole Building,Brooklyn,365,Bond,2
25263.0,77.0,112.9,118.4,73.0,77.3,5.2,0.6,1406817.7,15049.3,128347.3,131620.2,113.5,74.7,38.8,95,1,25263,102,Multifamily Housing,10035,Multifamily Housing,Whole Building,Manhattan,2094,5th,2
407493.0,35.0,146.7,,106.6,,,0.0,1758887.1,17831.7,2185915.0,,3299.2,2637.9,661.3,100,1,408293,63,Multifamily Housing,11692,Multifamily Housing,Whole Building,Queens,353,57th,1
98000.0,61.0,136.8,144.1,101.9,109.0,4.2,0.9,8583020.0,92855.2,410087.2,408449.3,579.9,455.9,124.1,100,1,98000,73,Multifamily Housing,11373,Multifamily Housing,Whole Building,Queens,44-10,Macnish,1
199483.0,43.0,125.3,128.9,70.7,74.5,8.5,0.5,8699300.1,95602.3,1795458.1,1778265.0,980.9,462.1,518.8,100,1,209724,23,Multifamily Housing,11201,Multifamily Housing,Whole Building,Brooklyn,180,Montague,1
126633.0,2.0,238.6,238.6,139.7,139.7,12.9,1.0,13488977.0,134889.8,1817679.5,1817679.5,1266.3,716.5,549.9,100,1,140970,18,Multifamily Housing,10003,Multifamily Housing,Whole Building,Manhattan,445,Lafayette,0
50310.0,45.0,108.6,114.1,80.3,85.9,4.0,0.7,3345937.5,36380.3,204013.0,201048.2,236.7,177.7,59.0,100,1,50310,94,Multifamily Housing,10024,Multifamily Housing,Whole Building,Manhattan,321,90th,1
139392.0,46.0,222.9,223.3,109.3,109.8,15.2,0.6,7803300.1,78625.1,2113599.7,2113599.7,1070.5,431.2,639.4,100,1,139392,19,Office,10027,Office,Whole Building,Manhattan,1255,Amsterdam,1
27030.0,52.0,120.9,124.8,76.5,80.4,6.8,0.6,1440815.2,15506.2,183662.9,182551.3,129.6,76.5,53.1,100,1,27030,37,Multifamily Housing,10019,Multifamily Housing,Whole Building,Manhattan,414,54th,1
255704.0,23.0,152.1,161.0,107.4,115.9,5.5,1.0,22654469.7,248204.6,1410253.4,1409882.2,1629.9,1203.3,426.6,100,5,255704,70,Multifamily Housing,11362,Multifamily Housing,Whole Building,Queens,253-52,61st,0
254356.0,62.0,106.5,109.9,52.9,56.2,8.5,0.3,5985612.7,68210.6,2171199.9,2171199.9,949.5,322.1,627.4,55,1,254356,56,Office,11201,Office,Whole Building,Brooklyn,55,Prospect,1
117725.0,83.0,86.6,92.9,58.9,65.2,3.7,0.0,55300.0,572.8,439039.9,439039.9,541.2,408.4,132.8,100,1,117725,62,K-12 School,10456,K-12 School,Whole Building,Bronx,1245,Washington,2
939433.0,93.0,90.7,94.4,55.2,58.8,4.6,0.4,37812406.0,412496.2,4371975.5,4371975.5,3330.9,2008.4,1322.5,100,1,954578,6,Multifamily Housing,11101,Multifamily Housing,Whole Building,Queens,43-25,Hunter,2
250000.0,40.0,115.2,115.2,61.0,61.0,8.6,0.3,7956599.6,79566.0,2138799.7,2138799.7,1040.6,422.6,618.0,95,1,232000,7,Multifamily Housing,11101,Multifamily Housing,Whole Building,Queens,29-11,Queens,1
78551.0,32.0,132.7,139.9,86.9,93.0,5.9,0.7,5269000.1,57103.1,456453.3,466353.6,417.9,279.9,138.1,100,1,78551,74,Multifamily Housing,10463,Multifamily Housing,Whole Building,Bronx,445,240th,1
76206.0,6.0,193.2,197.0,134.5,138.3,7.3,1.1,8354116.6,86513.3,555351.0,553704.0,611.7,443.7,168.0,100,1,76206,50,Multifamily Housing,10304,Multifamily Housing,Whole Building,Staten Island,220,Osgood,0
25000.0,88.0,100.4,104.3,58.4,62.6,6.5,0.4,900673.0,10126.3,163686.3,161675.6,95.1,47.8,47.3,100,1,25000,72,Multifamily Housing,11205,Multifamily Housing,Whole Building,Brooklyn,161,Emerson,2
18524.0,8.0,184.7,,119.8,,9.9,0.9,1457700.9,16113.1,183680.0,183680.0,140.5,87.4,53.1,100,1,18524,123,College/University,11205,K-12 School,Whole Building,Brooklyn,199,Ryerson,0
61994.0,54.0,225.2,231.5,80.4,82.7,24.2,,,,1461212.7,1502103.7,422.2,0.0,422.2,100,1,61994,64,Senior Care Community,11208,Senior Care Community,Whole Building,Brooklyn,1510,Dumont,1
141728.0,80.0,95.4,101.0,72.4,77.7,3.3,0.6,8432845.2,91874.2,461685.9,461685.9,599.8,466.3,133.4,100,1,141728,72,Multifamily Housing,11375,Multifamily Housing,Whole Building,Queens,67-12,Yellowstone,2
36215.0,70.0,115.7,118.9,60.2,63.3,8.8,0.3,1096333.4,12060.8,317957.2,318096.5,150.1,58.2,91.9,100,1,36215,26,Retail Store,11427,Retail Store,Whole Building,Queens,220-5,Hillside,2
191697.0,79.0,102.0,104.6,69.8,72.6,4.7,0.6,10220499.9,108211.5,923587.4,910110.0,809.7,542.9,266.9,100,1,191697,7,Multifamily Housing,10304,Multifamily Housing,NA,Staten Island,1950,Clove,2
73734.0,13.0,138.6,145.1,111.1,117.4,3.6,1.0,7263712.3,77374.1,271546.5,269114.1,464.3,385.8,78.5,100,0,73734,93,Multifamily Housing,10468,Multifamily Housing,NA,Bronx,2396,Morris,0
63495.0,99.0,62.5,,38.6,,3.8,0.0,147020.0,1470.2,243893.6,240967.8,189.1,118.7,70.5,100,1,67545,106,Medical Office,10023,Multifamily Housing,Whole Building,Manhattan,255,End,2
86411.0,42.0,120.1,124.9,88.3,93.1,4.5,0.8,6283220.9,67044.4,395494.7,393015.3,448.0,333.7,114.3,100,1,86411,95,Multifamily Housing,10467,Multifamily Housing,Whole Building,Bronx,3502,Hull,1
121234.0,11.0,594.9,606.6,248.5,257.1,47.2,1.0,10748715.4,116448.9,5678120.7,5722609.0,2288.6,570.9,1717.7,100,1,121234,27,Wholesale Club/Supercenter,10314,Retail Store,Whole Building,Staten Island,2975,Richmond,0
74404.0,50.0,163.5,165.4,84.9,87.9,10.2,0.5,3994239.7,42887.8,844354.2,829330.3,467.6,212.2,255.4,100,1,80956,60,Multifamily Housing,10011,Multifamily Housing,Whole Building,Manhattan,201,21,1
25754.0,44.0,258.1,267.1,161.9,170.5,14.8,1.2,2873746.9,30941.1,380034.1,380034.1,262.5,152.6,109.8,80,1,25754,52,Hotel,10023,Hotel,Whole Building,Manhattan,31,71,1
43870.0,1.0,317.6,319.7,113.4,114.2,33.5,,,,1458355.4,1468009.5,421.4,0.0,421.4,100,1,43870,39,Multifamily Housing,11235,Multifamily Housing,Whole Building,Brooklyn,2707,Emmons,0
27950.0,100.0,27.0,27.1,11.3,11.3,2.5,0.0,72900.0,737.0,70995.0,71268.2,24.4,3.9,20.5,100,1,27950,111,Multifamily Housing,10457,Multifamily Housing,Whole Building,Bronx,236,178th,2
62881.0,65.0,119.3,124.3,84.9,89.7,4.2,0.8,4427655.1,47374.9,266100.7,265066.3,315.7,235.2,80.5,100,1,62881,96,Multifamily Housing,10453,Multifamily Housing,Whole Building,Bronx,2075,Walton,1
36500.0,56.0,113.3,119.6,81.9,87.5,4.6,0.7,2419043.8,26170.1,166939.4,169464.4,176.7,128.5,48.2,100,1,36500,92,Multifamily Housing,10456,Multifamily Housing,Whole Building,Bronx,1490,Park,1
34380.0,5.0,157.5,164.8,115.4,122.8,6.0,1.0,3252499.9,35142.0,209456.9,207001.2,233.3,172.8,60.5,100,1,34380,100,Multifamily Housing,11225,Multifamily Housing,Whole Building,Brooklyn,577,Empire,0
207727.0,29.0,130.9,134.1,71.0,74.4,8.2,0.0,268166.7,2702.8,1739997.8,1707291.2,1084.5,14.2,1070.3,100,1,207727,35,Multifamily Housing,10017,Multifamily Housing,Whole Building,Manhattan,236,47th,0
28480.0,88.0,80.8,86.5,40.4,45.1,6.6,0.2,526000.0,6477.4,183067.2,186631.1,80.8,27.9,52.9,100,1,28480,14,Multifamily Housing,11238,Multifamily Housing,Whole Building,Brooklyn,426,LAFAYETTE,2
135379.0,63.0,114.9,120.6,86.6,92.1,4.0,0.8,9623200.0,103808.3,545054.6,542172.7,686.7,529.2,157.5,100,1,135379,64,Multifamily Housing,11374,Multifamily Housing,Whole Building,Queens,65-65,Wetherole,1
60000.0,46.0,124.4,130.6,97.9,103.9,3.6,0.9,5130100.0,54923.8,217398.3,216512.4,335.3,272.5,62.8,100,1,60000,123,Multifamily Housing,11218,Multifamily Housing,Whole Building,Brooklyn,415,Ocean,1
32409.0,100.0,46.6,46.6,15.6,15.6,4.2,0.0,38830.0,388.3,137027.5,137197.5,43.5,2.1,41.5,100,1,32409,123,Multifamily Housing,10011,Multifamily Housing,Whole Building,Manhattan,27,Park,2
201052.0,84.0,174.4,175.9,77.7,80.5,13.0,0.1,1437294.0,16576.3,2804145.1,2761476.9,1342.4,494.1,848.3,100,1,213052,94,Office,10017,Office,Whole Building,Manhattan,228,45th,2
40000.0,78.0,30.1,30.1,10.8,10.8,3.2,,,,126039.8,126039.8,36.4,0.0,36.4,100,1,40000,76,Non-Refrigerated Warehouse,10474,Non-Refrigerated Warehouse,Whole Building,Bronx,500,Worthen,2
81620.0,54.0,126.0,,90.3,,,0.8,6146273.2,66564.8,357674.2,,434.7,326.5,108.2,100,1,81620,94,Multifamily Housing,10463,Multifamily Housing,Whole Building,Bronx,3881,Sedgwick,1
49020.0,100.0,30.2,30.4,10.8,10.8,3.2,,,,155176.3,155812.7,44.8,0.0,44.8,100,1,49020,97,Multifamily Housing,11209,Multifamily Housing,NA,Brooklyn,8701,Ridge,2
97000.0,68.0,118.2,123.6,85.5,91.0,3.9,0.8,6972269.8,75305.4,387194.0,380697.5,487.5,370.3,117.1,100,1,97000,94,Multifamily Housing,10452,Multifamily Housing,Whole Building,Bronx,1190,SHAKESPEARE,2
65019.0,80.0,101.4,101.4,66.0,66.0,4.5,0.5,3294121.9,32941.2,292699.6,292699.6,263.5,175.0,88.5,100,1,65019,98,Multifamily Housing,11230,Multifamily Housing,Whole Building,Manhattan,nan,nan,2
25250.0,81.0,95.5,95.8,70.4,70.5,4.0,0.0,95612.9,969.5,100298.1,101038.6,133.4,104.4,29.0,100,1,25250,33,Multifamily Housing,10468,Multifamily Housing,Whole Building,Bronx,2901,Concourse,2
103200.0,91.0,76.7,83.1,53.2,59.3,2.9,0.5,4458899.8,50850.6,302240.0,302240.0,328.3,236.8,91.4,100,1,103200,122,K-12 School,11237,K-12 School,Whole Building,Brooklyn,100,Irving,2
84000.0,63.0,105.8,109.6,81.4,85.0,2.8,0.8,6015972.3,63272.1,240114.1,239210.1,392.2,319.5,72.6,100,1,84000,81,Multifamily Housing,11229,Multifamily Housing,Whole Building,Brooklyn,2195,22nd,1
99344.0,42.0,136.5,139.6,97.3,100.5,5.7,0.8,7716182.1,80429.7,571122.1,567717.9,574.9,409.8,165.0,95,1,99344,58,Multifamily Housing,11432,Multifamily Housing,Whole Building,Queens,166-33,89,1
328679.0,16.0,253.6,255.6,122.1,124.2,19.8,0.1,3009513.3,30348.7,6521172.6,6492406.5,3031.7,159.8,2871.9,95,1,328679,94,Hotel,10019,Hotel,Whole Building,Manhattan,50,Park,0
37000.0,65.0,124.6,,122.5,,0.1,,,,5267.0,5309.9,341.3,339.8,1.5,100,1,37000,97,Multifamily Housing,10455,Multifamily Housing,Whole Building,Bronx,481,Wales,1
48000.0,94.0,76.0,82.2,68.8,74.7,0.5,0.7,3217999.9,34981.6,25106.7,25325.8,178.5,170.9,7.6,100,1,48000,97,Multifamily Housing,11214,Multifamily Housing,Whole Building,Brooklyn,8201,Bay,2
38775.0,36.0,166.8,176.0,112.5,121.3,6.8,1.0,3460917.7,37986.3,264600.0,264670.7,263.9,183.8,80.0,100,1,38775,98,Multifamily Housing,11226,Multifamily Housing,Whole Building,Brooklyn,1567,Nostrand,1
60890.0,100.0,56.2,56.2,21.7,21.7,5.6,0.0,148788.0,1487.9,340620.3,340753.7,107.1,8.6,98.4,100,1,60890,92,Multifamily Housing,10460,Multifamily Housing,Whole Building,Bronx,2363,Southern,2
767493.0,44.0,139.1,144.3,92.4,97.5,5.9,0.8,55469902.3,595008.4,4528400.1,4502821.5,4316.1,2946.3,1369.9,100,2,767493,58,Multifamily Housing,11224,Multifamily Housing,Whole Building,Brooklyn,501/601,Surf,1
49510.0,97.0,85.7,85.7,27.6,27.6,8.0,0.0,19600.0,206.4,394240.0,394240.0,120.3,1.0,119.3,100,0,49510,28,K-12 School,10029,K-12 School,Whole Building,Manhattan,105,106th,2
128220.0,1.0,738.3,755.9,426.1,442.9,40.8,3.0,36786090.8,389412.8,5230435.7,5230435.7,3536.1,1953.9,1582.2,100,1,128220,123,Multifamily Housing,10038,Multifamily Housing,Whole Building,Manhattan,5,Beekman,0
70000.0,35.0,260.9,261.1,111.9,113.1,20.0,0.4,3032700.0,31497.8,1407499.8,1397222.0,586.9,161.1,425.8,100,1,70000,64,Refrigerated Warehouse,112111708,Refrigerated Warehouse,Whole Building,Brooklyn,1101,Metropolitan,1
94900.0,49.0,154.2,156.6,70.7,74.0,11.1,0.3,2737800.0,31041.9,1066399.9,1052089.0,492.6,170.0,322.6,100,1,94900,25,K-12 School,11372,K-12 School,Whole Building,Queens,34-85,82nd,1
32685.0,61.0,87.3,92.3,66.3,71.0,3.0,0.6,1835499.9,19880.5,96945.0,97264.1,125.5,97.5,28.0,100,1,32685,97,Multifamily Housing,11225,Multifamily Housing,Whole Building,Brooklyn,291,CROWN,1
1513807.0,86.0,181.0,184.7,79.8,83.3,12.8,,,,19486482.2,19367841.3,9497.1,0.0,9497.1,100,1,1513807,95,Office,10010,Office,Whole Building,Manhattan,51,Madison,2
52323.0,31.0,222.5,219.9,79.5,78.5,23.0,,,,1358533.9,1342571.6,392.6,0.0,392.6,100,1,58323,83,Refrigerated Warehouse,11378,Refrigerated Warehouse,Whole Building,Queens,5748,49TH,0
237037.0,48.0,138.6,142.2,86.4,90.8,6.9,0.0,443212.2,4496.8,1799984.7,1770101.3,1713.8,1169.3,544.5,100,1,255037,58,Multifamily Housing,10003,Multifamily Housing,Whole Building,Manhattan,115,9th,1
42570.0,76.0,87.4,88.6,59.5,61.1,4.1,0.5,1926533.4,20078.4,177835.8,174306.1,153.7,102.3,51.4,100,1,42570,97,Multifamily Housing,10452,Multifamily Housing,Whole Building,Bronx,38,169th,2
124636.0,57.0,105.6,109.2,76.3,80.0,4.2,0.7,7700299.6,81780.8,531272.4,526442.5,562.5,409.0,153.5,100,1,124636,60,Multifamily Housing,11235,Multifamily Housing,Whole Building,Brooklyn,1245,X,1
72100.0,14.0,136.8,145.2,116.7,124.7,2.4,1.2,7826400.7,84009.5,172365.7,172225.4,465.5,415.7,49.8,100,1,72100,83,Multifamily Housing,11209,Multifamily Housing,Whole Building,Brooklyn,243,78th,0
170772.0,18.0,151.8,157.0,109.6,114.9,6.1,0.9,15141599.7,160830.4,1049940.0,1039365.3,1107.6,804.2,303.4,100,1,170772,68,Multifamily Housing,11421,Multifamily Housing,Whole Building,Queens,83-75,Woodhaven,0
74850.0,3.0,398.0,395.4,142.2,141.2,41.4,,,,4501625.3,4472265.6,1300.8,0.0,1300.8,100,1,108050,63,Office,10305,Office,Whole Building,Staten Island,950,Fingerboard,0
45999.0,100.0,52.5,52.3,24.4,24.4,4.5,0.1,414351.5,4198.7,207025.4,205855.6,81.8,22.0,59.8,100,1,45999,100,Multifamily Housing,10468,Multifamily Housing,Whole Building,Bronx,2525,Aqueduct,2
96275.0,75.0,172.4,171.5,96.7,96.5,10.1,0.2,1592751.6,16020.8,981421.3,972392.6,710.4,413.5,296.9,100,1,96275,101,Office,10018,Office,Whole Building,Manhattan,246,38th,2
16750.0,50.0,97.6,97.6,37.5,37.8,9.7,0.0,132900.0,1494.6,309588.9,307825.3,96.5,7.1,89.5,100,1,31750,64,Refrigerated Warehouse,11237,Refrigerated Warehouse,Whole Building,Brooklyn,200,Stewart,1
1067368.0,46.0,146.0,,85.3,,7.8,0.6,62471855.6,653119.2,8746847.9,8615150.7,6106.5,3460.5,2646.0,100,2,1104281,15,Multifamily Housing,10036,Multifamily Housing,Whole Building,Manhattan,606/610/620,42nd,1
86098.0,42.0,175.6,179.1,87.8,92.2,13.8,0.5,3956025.9,44476.3,1372976.5,1355457.5,606.9,210.1,396.7,100,1,98375,96,Office,10018,Office,Whole Building,Manhattan,264,40th,1
29670.0,2.0,195.3,209.6,141.4,153.5,4.6,0.0,61020.0,624.0,138770.3,137646.5,286.5,3.2,283.3,100,1,29670,98,Multifamily Housing,10022,Multifamily Housing,Whole Building,Manhattan,424,57th,0
106215.0,14.0,132.3,,107.3,,3.9,0.0,410425.0,4120.9,412729.2,416375.6,862.3,743.0,119.3,100,1,106215,84,Multifamily Housing,10034,Multifamily Housing,Whole Building,Manhattan,110,Post,0
66917.0,82.0,99.9,,66.7,,4.3,0.5,3238539.8,35555.7,281826.7,287275.2,276.7,191.5,85.3,100,1,66917,107,Multifamily Housing,10023,Multifamily Housing,Whole Building,Manhattan,120,70,2
38800.0,70.0,105.9,,68.6,,4.7,0.6,1977696.7,21476.3,184373.4,183620.1,164.9,109.1,55.8,100,1,38800,88,Multifamily Housing,11226,Multifamily Housing,Whole Building,Brooklyn,540,22,2
42865.0,20.0,130.1,139.0,87.5,95.6,6.5,0.7,2812194.0,31493.5,274516.0,277605.0,228.7,149.4,79.3,100,1,42865,123,Multifamily Housing,10003,Multifamily Housing,Whole Building,Manhattan,43,10th,0
53733.0,100.0,41.5,41.5,14.8,14.8,4.3,0.0,0.0,0.0,233265.3,233265.3,67.4,0.0,67.4,100,1,53733,8,Multifamily Housing,10468,Multifamily Housing,Whole Building,Bronx,2065,Walton,2
46440.0,100.0,35.9,36.1,12.8,12.9,3.8,,,,174660.4,175368.9,50.5,0.0,50.5,100,1,46440,61,Multifamily Housing,11226,Multifamily Housing,Whole Building,Brooklyn,390,Rugby,2
59100.0,12.0,140.3,150.1,107.7,117.0,4.6,1.0,5445266.5,59886.9,269474.0,270571.8,367.1,289.2,77.9,95,1,59100,94,Multifamily Housing,11354,Multifamily Housing,Whole Building,Queens,144-30,35th,0
38900.0,100.0,31.1,31.1,11.1,11.1,3.3,,,,126567.0,126567.0,36.6,0.0,36.6,80,1,38900,68,Multifamily Housing,11229,Multifamily Housing,Whole Building,Brooklyn,2331,Ocean,2
170367.0,55.0,182.6,188.9,94.4,100.4,11.7,0.6,9275499.9,102989.7,1994399.7,1994399.7,1096.0,492.7,603.3,100,1,170367,13,Hotel,10036,Hotel,Whole Building,Manhattan,70,45th,1
90355.0,65.0,99.3,,75.2,,3.4,0.7,5746966.4,62734.0,307682.6,303118.1,394.2,305.2,88.9,100,1,90355,95,Multifamily Housing,10033,Multifamily Housing,Whole Building,Manhattan,121-131,Bennett,1
30800.0,59.0,98.7,104.5,72.7,78.2,3.8,0.7,1846799.9,20153.0,115338.6,115548.9,131.4,98.1,33.3,100,1,30800,92,Multifamily Housing,11226,Multifamily Housing,NA,Brooklyn,161-167,Clarkson,1
51570.0,44.0,129.3,138.2,99.1,107.8,4.2,0.9,4369763.4,48202.4,217866.1,216022.5,295.1,232.1,63.0,100,1,51570,99,Multifamily Housing,10031,Multifamily Housing,NA,Manhattan,612,144th,1
46000.0,6.0,186.6,200.3,59.4,63.8,18.7,,,,801243.9,860191.5,242.4,0.0,242.4,100,1,46000,92,Multifamily Housing,11215,Multifamily Housing,Whole Building,Brooklyn,199,GARFIELD,0
51420.0,80.0,184.0,188.6,58.6,60.1,17.6,,,,883136.3,905074.6,267.2,0.0,267.2,100,1,51420,13,Hotel,10013,Hotel,Whole Building,Manhattan,64,Charlton,2
67272.0,97.0,101.4,106.1,75.4,80.0,3.7,0.7,4222199.9,45383.4,249819.1,248089.5,296.4,224.3,72.2,100,1,67272,63,Multifamily Housing,11235,Multifamily Housing,Whole Building,Brooklyn,2620,Ocean,2
45017.0,18.0,131.8,138.1,93.0,99.0,5.7,0.8,3311587.7,35748.3,257103.7,257810.6,250.2,175.9,74.3,100,1,45017,23,Multifamily Housing,10466,Multifamily Housing,NA,Bronx,644,232nd,0
46690.0,82.0,105.3,105.0,69.4,69.3,5.4,0.5,2377349.8,23773.5,253117.7,251928.1,199.4,126.3,73.1,100,1,46690,91,Multifamily Housing,10473,Multifamily Housing,NA,Bronx,539,Commonwealth,2
87260.0,100.0,11.1,11.1,4.1,4.1,0.9,0.0,75400.0,754.0,82640.0,82640.0,29.0,4.0,25.0,100,1,87260,59,Multifamily Housing,10027,Multifamily Housing,Whole Building,Manhattan,435,119th,2
82262.0,1.0,255.0,258.7,117.7,121.6,18.4,0.6,4511073.0,48518.1,1516159.0,1510803.4,698.3,239.6,458.6,100,1,82262,8,Multifamily Housing,10029,Multifamily Housing,Whole Building,Manhattan,222,104th,0
36085.0,3.0,175.7,183.4,130.7,137.9,6.5,1.2,3922884.2,41814.5,232668.7,233319.0,275.6,208.4,67.2,100,1,36085,99,Multifamily Housing,10456,Multifamily Housing,Whole Building,Bronx,1355,Morris,0
58536.0,18.0,123.1,127.6,93.6,98.0,4.1,0.8,4649660.5,49077.1,243477.5,242493.2,317.3,247.0,70.4,100,1,58536,97,Multifamily Housing,10452,Multifamily Housing,NA,Bronx,1020,Summit,0
448402.0,76.0,186.2,187.2,80.5,81.6,13.5,,,,6289996.8,6271210.3,2966.6,0.0,2966.6,85,1,465541,101,Office,10177,Office,Whole Building,Manhattan,250,Park,2
46140.0,30.0,120.4,128.2,94.9,102.7,3.4,0.9,3831393.2,41967.7,160346.7,158143.1,249.8,203.5,46.3,100,1,46140,95,Multifamily Housing,11106,Multifamily Housing,NA,Queens,31-65,29th,0
35230.0,12.0,163.5,172.1,125.4,133.6,5.3,1.2,3775326.4,40655.9,188171.1,187690.9,254.9,200.5,54.4,100,1,35230,99,Multifamily Housing,10463,Multifamily Housing,Whole Building,Bronx,3138,Bailey,0
34010.0,100.0,25.8,25.4,9.2,9.1,2.7,,,,91854.8,90513.7,26.5,0.0,26.5,100,1,34010,93,Multifamily Housing,11233,Multifamily Housing,NA,Brooklyn,666,Hancock,2
34595.0,37.0,176.5,183.2,114.8,121.1,9.4,0.9,2864797.3,30805.8,324200.4,324908.7,245.8,152.2,93.7,100,1,34595,18,Residence Hall/Dormitory,10461,Residence Hall/Dormitory,NA,Bronx,1564,Peters,1
122640.0,86.0,86.1,86.4,54.6,54.7,4.1,0.4,5017852.9,50178.5,493502.4,496884.8,415.8,266.5,149.3,100,2,122640,64,Multifamily Housing,11435,Multifamily Housing,Whole Building,Queens,13921,85,2
32801.0,81.0,154.8,,115.8,,5.1,0.0,66106.1,669.9,170694.7,167859.1,292.3,240.6,51.6,100,1,32801,115,Multifamily Housing,10019,Multifamily Housing,Whole Building,Manhattan,321,55th,2
48860.0,21.0,139.9,145.1,101.7,106.5,4.7,0.9,4191606.6,44223.0,227370.4,228300.1,291.4,222.6,68.8,90,1,48860,101,Multifamily Housing,10468,Multifamily Housing,Whole Building,Bronx,64,192,0
100500.0,65.0,131.1,129.3,44.6,44.0,11.6,0.0,435100.0,4351.0,1187599.8,1169907.1,382.4,23.1,359.3,100,1,100500,11,K-12 School,11432,K-12 School,Whole Building,Queens,153-27,88th,1
59882.0,74.0,48.3,52.3,28.4,31.1,2.7,0.2,1167580.0,13034.7,155585.8,164300.6,109.1,62.0,47.1,100,1,59882,50,Non-Refrigerated Warehouse,11222,Non-Refrigerated Warehouse,Whole Building,Brooklyn,1,Kingsland,2
60701.0,69.0,90.4,95.7,63.6,68.3,4.0,0.5,3037800.0,33135.6,240287.8,244093.3,230.8,161.4,69.4,100,1,60701,36,Multifamily Housing,11201,Multifamily Housing,Whole Building,Brooklyn,61-69,Pierrepont,2
81860.0,99.0,50.2,51.1,21.5,22.1,4.7,0.1,463700.0,5043.0,379555.2,382135.3,134.3,24.6,109.7,100,1,81860,90,Mixed Use Property,11230,Multifamily Housing,Whole Building,Brooklyn,931,Island,2
68000.0,64.0,95.4,98.9,65.5,69.2,4.4,0.5,3422713.2,36847.7,302965.9,298836.9,269.3,181.8,87.5,100,1,68000,95,Multifamily Housing,10468,Multifamily Housing,Whole Building,Bronx,75,190th,1
27280.0,1.0,194.9,205.2,152.0,162.6,5.8,1.4,3597599.7,38981.5,161037.0,157453.1,237.6,191.1,46.5,100,1,27280,100,Multifamily Housing,10460,Multifamily Housing,Whole Building,Bronx,1100,Tremont,0
62100.0,82.0,87.9,94.8,70.1,76.6,2.4,0.7,3843569.2,42497.7,149070.5,149106.7,247.2,204.2,43.1,100,1,62100,97,Multifamily Housing,11226,Multifamily Housing,Whole Building,Brooklyn,181,CLARKSON,2
65137.0,16.0,134.7,139.9,104.7,109.6,4.1,1.0,5896080.6,62203.6,270054.9,270054.9,391.2,313.2,78.0,100,1,65137,95,Multifamily Housing,10474,Multifamily Housing,Whole Building,Bronx,1314,Seneca,0
100010.0,9.0,120.3,120.7,83.7,83.9,5.5,0.7,6519387.5,65193.9,542864.9,547312.7,503.1,346.3,156.9,100,1,100010,78,Non-Refrigerated Warehouse,11378,Non-Refrigerated Warehouse,Whole Building,Queens,5207,Flushing,0
43348.0,21.0,145.4,148.6,62.2,65.2,11.2,0.3,1033621.0,11641.1,486965.6,486965.6,202.2,54.9,147.3,100,1,43348,16,Multifamily Housing,11215,Multifamily Housing,Whole Building,Brooklyn,560,Carroll,0
10580.0,56.0,152.2,157.9,112.4,118.8,4.7,1.0,1015400.0,10893.4,50814.0,49213.8,69.3,53.9,15.4,100,1,10580,63,Office,11235,Office,Whole Building,Brooklyn,nan,nan,1
166498.0,49.0,122.2,128.5,91.3,97.5,3.7,0.8,13095961.1,141428.4,616250.4,611506.8,882.0,695.6,186.4,100,1,166498,63,Multifamily Housing,11355,Multifamily Housing,Whole Building,Queens,41-10,BOWNE,1
65165.0,1.0,317.2,320.3,164.7,168.2,24.1,0.9,5359348.5,56094.1,1574252.9,1568336.3,739.6,284.7,454.9,100,1,65165,117,Hotel,10036,Hotel,Whole Building,Manhattan,157,47th,0
29054.0,55.0,99.9,104.7,59.6,63.3,6.4,0.4,1109999.9,12069.4,181787.5,185629.8,111.5,59.0,52.5,100,1,29054,123,Multifamily Housing,11205,Multifamily Housing,NA,Brooklyn,320,Washington,1
37640.0,95.0,74.7,75.8,29.8,30.2,6.2,0.1,340869.7,3408.7,229205.6,232747.2,87.4,18.1,69.3,90,1,37640,100,Multifamily Housing,10452,Multifamily Housing,Whole Building,Bronx,1355,Concourse,2
