largest_property_use_type_-_gross_floor_area_(ft),energy_star_score,source_eui_(kbtu/ft),weather_normalized_source_eui_(kbtu/ft),site_eui_(kbtu/ft),weather_normalized_site_eui_(kbtu/ft),weather_normalized_site_electricity_intensity_(kwh/ft),weather_normalized_site_natural_gas_intensity_(therms/ft),natural_gas_use_(kbtu),weather_normalized_site_natural_gas_use_(therms),electricity_use_-_grid_purchase_(kwh),weather_normalized_site_electricity_(kwh),total_ghg_emissions_(metric_tons_co2e),direct_ghg_emissions_(metric_tons_co2e),indirect_ghg_emissions_(metric_tons_co2e),occupancy,number_of_buildings,self-reported_gross_floor_area_(ft),age,primary_property_type_-_self_selected,postal_code,largest_property_use_type,metered_areas_(energy),borough,AddressNumber,StreetName,label_for_target_var
69246.0,24.0,174.4,182.1,111.1,118.4,8.1,0.9,5774650.4,62832.4,561399.9,560961.3,476.5,306.7,169.8,100,1,69246,51,Multifamily Housing,10460,Multifamily Housing,Whole Building,Bronx,1001-1005,Tremont,0
67500.0,55.0,110.8,120.7,102.2,111.5,0.5,1.1,6789006.5,74145.2,33023.6,33673.1,370.6,360.6,10.0,100,1,67500,123,Multifamily Housing,10468,Multifamily Housing,Whole Building,Bronx,2955,Concourse,1
80801.0,65.0,119.5,122.7,80.2,83.3,5.9,0.6,4639300.4,48916.9,478814.5,478099.8,400.1,261.8,138.4,100,1,80801,62,Multifamily Housing,11212,Multifamily Housing,Whole Building,Brooklyn,450,Rockaway,1
62487.0,53.0,435.6,439.6,219.7,225.6,34.0,1.1,6408200.0,68557.7,2144878.8,2121816.4,960.2,340.4,619.8,100,1,62487,28,Supermarket/Grocery Store,11226,Supermarket/Grocery Store,Whole Building,Brooklyn,1009,Flatbush,1
69803.0,18.0,310.2,318.1,192.5,201.5,18.7,0.1,940900.0,9409.0,1317200.0,1304100.0,1024.3,643.7,380.6,100,1,69803,49,Senior Care Community,10037,Senior Care Community,Whole Building,Manhattan,30,138th,0
26509.0,1.0,216.3,219.2,91.0,94.1,20.2,0.3,580900.0,6711.4,536393.5,534547.5,185.9,30.9,155.0,100,1,26509,21,Multifamily Housing,11201,Multifamily Housing,Whole Building,Brooklyn,42,Main,0
77440.0,52.0,127.2,132.2,85.7,90.3,5.2,0.7,5259229.0,56056.9,404295.0,406214.3,401.6,279.3,122.3,100,1,77440,67,Multifamily Housing,11235,Multifamily Housing,Whole Building,Brooklyn,3021,Z,1
57275.0,74.0,196.6,194.9,79.5,79.8,18.6,0.2,845153.3,9350.0,1086026.5,1065584.5,358.7,44.9,313.8,100,1,57275,64,Office,11356,Office,Whole Building,Queens,14-04,111,2
214152.0,41.0,111.9,117.5,81.5,87.1,4.4,0.7,14225232.3,154737.5,943983.0,933047.8,1028.3,755.6,272.8,100,3,214152,67,Multifamily Housing,11364,Multifamily Housing,Whole Building,Queens,226-26,Union,1
43772.0,38.0,113.3,115.3,58.6,61.0,8.6,0.3,1266750.0,13881.4,379966.4,375571.5,177.1,67.3,109.8,100,1,43772,123,Multifamily Housing,10012,Multifamily Housing,Whole Building,Manhattan,170,Mercer,1
76735.0,52.0,118.6,123.8,72.1,76.6,7.3,0.5,3649799.9,39793.0,551789.0,556745.6,353.3,193.9,159.4,100,1,76735,30,Multifamily Housing,11233,Multifamily Housing,Whole Building,Brooklyn,1704,John's,1
104633.0,88.0,130.4,138.3,79.5,86.3,5.3,0.0,293490.0,2966.5,557220.0,553501.9,590.7,15.6,575.1,100,1,104633,60,Multifamily Housing,10065,Multifamily Housing,Whole Building,Manhattan,435,65th,2
310241.0,30.0,143.9,147.7,85.3,89.4,7.6,0.6,18657126.6,200199.7,2395917.0,2374787.0,1715.7,991.0,724.8,100,1,314525,12,Multifamily Housing,11109,Multifamily Housing,Whole Building,Queens,45-40,Center,0
45221.0,41.0,137.8,148.1,107.7,117.8,4.7,0.0,112390.0,1145.5,214749.8,214455.7,371.0,308.9,62.1,100,1,45221,98,Multifamily Housing,10025,Multifamily Housing,Whole Building,Manhattan,124,93rd,1
85565.0,31.0,140.7,148.0,87.5,93.5,8.3,0.7,5693811.8,62188.9,781601.1,796336.7,528.3,302.4,225.9,100,1,95540,101,Multifamily Housing,10019,Multifamily Housing,Whole Building,Manhattan,171,57th,0
32143.0,100.0,42.6,42.1,15.2,15.0,4.4,,,,143180.8,141648.9,41.4,0.0,41.4,100,1,32143,96,Multifamily Housing,11209,Multifamily Housing,NA,Brooklyn,159,Gelston,2
62334.0,84.0,88.5,98.2,76.2,85.3,1.2,0.8,4491899.7,50635.4,74844.0,74844.0,261.2,238.6,22.6,100,1,62334,43,Multifamily Housing,10027,Multifamily Housing,Whole Building,Manhattan,410,118th,2
100110.0,80.0,156.4,156.4,52.8,52.8,14.1,0.0,456575.8,4565.8,1416279.7,1416279.7,452.7,24.3,428.4,80,1,100110,103,Office,10017,Office,Whole Building,Manhattan,366,Madison,2
374000.0,60.0,112.7,117.8,42.4,44.0,10.0,0.1,4282803.1,42828.0,4167249.1,4372274.9,1488.1,227.5,1260.6,100,1,436000,51,Multifamily Housing,10128,Multifamily Housing,Whole Building,Manhattan,115,87th,1
117143.0,100.0,48.0,49.3,17.1,17.6,5.2,,,,588788.9,605003.2,170.1,0.0,170.1,100,1,117143,74,Multifamily Housing,11435,Multifamily Housing,Whole Building,Queens,81-08,135th,2
72592.0,61.0,128.4,128.6,100.9,101.0,3.6,0.0,287115.6,2871.2,262656.1,264212.2,557.5,478.1,79.5,100,1,72592,103,Multifamily Housing,10034,Multifamily Housing,Whole Building,Manhattan,1781,Riverside,1
52570.0,87.0,142.5,141.0,76.6,76.1,8.8,,,,471574.1,464015.0,321.9,179.3,142.7,100,1,52570,98,Office,10018,Office,Whole Building,Manhattan,323,39th,2
71400.0,36.0,114.5,120.2,90.6,96.2,3.2,0.9,5682600.1,60893.0,231001.2,228982.0,368.6,301.8,66.8,100,1,71400,88,Multifamily Housing,11229,Multifamily Housing,Whole Building,Brooklyn,2435,Ocean,1
82530.0,66.0,101.0,100.9,46.4,46.4,7.3,0.2,1763297.0,17633.0,605517.2,604357.4,276.8,93.7,183.2,100,1,82530,11,Multifamily Housing,10027,Multifamily Housing,Whole Building,Manhattan,2130,Jr.,1
567074.0,1.0,272.9,293.9,195.9,213.3,5.7,0.0,1044590.0,10519.2,3219647.7,3221225.2,7605.3,55.5,7549.8,100,1,567074,61,Multifamily Housing,10023,Multifamily Housing,Whole Building,Manhattan,165,End,0
149204.2,58.0,234.8,244.9,98.6,105.6,17.8,,,,3383324.6,3431644.7,1517.7,0.0,1517.7,95,1,192500,91,Office,10005,Office,Whole Building,Manhattan,2,Wall,1
30000.0,56.0,75.9,81.0,43.0,47.5,5.2,0.3,763790.0,8906.2,154402.7,156373.9,85.2,40.6,44.6,100,1,30000,92,Distribution Center,11101,Distribution Center,Whole Building,Queens,36-01,47th,1
79318.0,91.0,88.1,91.5,59.1,62.2,3.7,0.5,3695413.0,39360.8,290383.7,291772.4,284.1,196.3,87.8,100,1,79318,71,Multifamily Housing,11212,Multifamily Housing,Whole Building,Brooklyn,277,ROCKAWAY,2
36300.0,64.0,140.3,142.8,65.1,67.4,10.1,0.3,1113200.0,11982.1,366399.9,366399.9,170.0,59.1,110.8,100,1,36300,13,K-12 School,11220,K-12 School,Whole Building,Brooklyn,6214,Fourth,1
51816.0,20.0,170.0,172.7,77.3,80.5,14.8,0.3,1372199.8,15618.7,771327.9,765219.9,295.8,72.9,222.9,100,1,51816,10,Refrigerated Warehouse,10303,Refrigerated Warehouse,Whole Building,Staten Island,175,lake,0
92400.0,88.0,94.9,99.4,53.2,57.7,5.6,0.0,310700.0,3107.0,521599.9,521599.9,384.2,226.4,157.8,100,1,92400,83,K-12 School,10459,K-12 School,Whole Building,Bronx,1180,POLITE,2
40774.0,53.0,138.8,137.6,56.9,56.9,13.0,0.1,476576.7,5092.2,539807.9,531095.0,181.3,25.3,156.0,100,1,40774,103,Office,10013,Office,Whole Building,Manhattan,109,Lafayette,1
51636.0,44.0,109.4,116.7,85.6,93.0,3.2,0.8,3846373.5,42369.5,168537.4,165033.8,253.0,204.3,48.7,100,1,51636,92,Multifamily Housing,11102,Multifamily Housing,Whole Building,Queens,25-30,30th,1
87000.0,78.0,115.2,120.0,65.9,69.8,6.6,0.5,3822275.2,41221.8,560846.9,570523.1,372.7,203.0,169.7,100,1,87000,36,Multifamily Housing,10304,Multifamily Housing,Whole Building,Staten Island,755,Narrows,2
120050.0,52.0,175.1,173.5,114.4,113.8,9.0,0.8,10125225.3,101252.3,1123658.3,1103400.1,862.5,537.8,324.7,100,1,122050,60,Hotel,10036,Hotel,Whole Building,Manhattan,515,42nd,1
107986.0,48.0,118.4,123.8,49.1,52.0,11.6,0.1,1176500.0,13552.9,1208825.8,1250090.8,411.8,62.5,349.3,100,1,107986,12,Multifamily Housing,11211,Multifamily Housing,Whole Building,Brooklyn,146,4,1
46623.0,96.0,65.7,65.0,23.5,23.2,6.8,,,,320621.5,317214.7,92.6,0.0,92.6,100,1,46623,36,Multifamily Housing,11379,Multifamily Housing,Whole Building,Queens,72-29,Metropolitan,2
49169.0,45.0,114.9,118.8,75.3,79.0,6.0,0.6,2699335.4,28741.3,294693.6,295751.3,228.5,143.4,85.2,100,1,49169,14,Multifamily Housing,10458,Multifamily Housing,Whole Building,Bronx,2727,Decatur,1
66100.0,100.0,60.1,,35.7,,,,187486.3,,284221.3,,199.5,117.4,82.1,100,1,72416,99,Multifamily Housing,10011,Multifamily Housing,Whole Building,Manhattan,55,11th,2
47401.0,100.0,49.5,49.4,27.5,27.5,3.5,0.0,83853.3,856.3,167979.4,167170.8,101.1,52.6,48.5,100,1,47401,87,Multifamily Housing,10025,Multifamily Housing,Whole Building,Manhattan,111,94th,2
54000.0,50.0,105.2,105.8,74.9,75.4,4.5,0.6,3227700.0,32537.1,239776.9,240464.6,240.7,171.4,69.3,100,1,54000,93,Multifamily Housing,10467,Multifamily Housing,Whole Building,Bronx,3505,Wayne,1
90000.0,86.0,95.8,100.3,60.5,64.9,4.5,0.4,3485299.6,38941.9,411440.0,408590.7,350.5,226.1,124.5,100,1,90000,113,K-12 School,11219,K-12 School,Whole Building,Brooklyn,4211,14th,2
72994.0,61.0,142.7,142.7,72.2,72.2,11.3,0.1,989033.3,9890.3,827500.5,827500.5,400.1,160.9,239.1,100,1,72994,93,Office,10018,Office,Whole Building,Manhattan,29,36th,1
105792.0,64.0,104.2,108.7,78.4,83.0,3.0,0.7,7186272.8,76930.6,324883.8,319284.9,480.0,381.7,98.3,100,1,105792,93,Multifamily Housing,10452,Multifamily Housing,Whole Building,Bronx,1080,Anderson,1
42800.0,100.0,38.0,41.6,27.1,30.6,1.6,0.3,927384.9,10741.3,68338.8,68427.1,69.0,49.3,19.7,100,1,42800,89,Multifamily Housing,10001,Multifamily Housing,Whole Building,Manhattan,510,27th,2
10165.0,7.0,224.2,234.2,147.7,157.7,11.5,1.2,1100100.0,12049.2,117664.0,116785.6,92.4,58.4,34.0,100,1,10165,123,Multifamily Housing,10025,Multifamily Housing,Whole Building,Manhattan,201,98th,0
150000.0,99.0,83.0,81.8,26.4,26.1,7.6,,,,1162395.5,1145688.1,351.6,0.0,351.6,100,1,150000,97,Office,10018,Office,Whole Building,Manhattan,555,8th,2
53550.0,98.0,74.4,79.9,53.5,58.4,2.6,0.5,2397800.2,26499.2,136762.1,139834.0,168.7,127.4,41.4,100,1,53550,67,Multifamily Housing,11209,Multifamily Housing,Whole Building,Brooklyn,7520,Ridge,2
26700.0,19.0,133.1,140.7,107.0,114.4,3.5,1.0,2542799.6,27391.5,92415.6,92285.4,161.8,135.1,26.7,100,1,26700,96,Multifamily Housing,11219,Multifamily Housing,NA,Brooklyn,1322,44th,0
30800.0,23.0,126.7,132.0,89.5,94.6,5.5,0.8,2180725.1,23360.4,168947.6,168947.6,164.6,115.8,48.8,95,1,30800,99,Multifamily Housing,10456,Multifamily Housing,Whole Building,Bronx,1279,Sheridan,0
34125.0,25.0,108.0,112.3,88.4,92.5,2.5,0.8,2722000.2,28596.8,86511.1,86709.9,169.6,144.6,25.0,100,1,34125,100,Multifamily Housing,11225,Multifamily Housing,Whole Building,Brooklyn,237,Sullivan,0
59200.0,66.0,124.7,131.1,77.9,83.6,6.1,0.6,3395160.6,37170.1,356376.3,360345.7,288.1,180.3,107.8,100,1,59200,103,Multifamily Housing,10033,Multifamily Housing,Whole Building,Manhattan,4240,"Broadway,",1
114753.0,62.0,115.6,122.2,79.1,85.4,4.6,0.7,7298697.8,80129.8,522425.4,523755.0,545.7,387.7,158.0,100,1,114753,88,Multifamily Housing,11209,Multifamily Housing,Whole Building,Brooklyn,9701,Shore,1
27225.0,2.0,221.2,228.4,147.4,154.7,11.1,1.2,2977800.1,31827.9,303217.7,301208.1,245.8,158.2,87.6,100,1,27225,99,Multifamily Housing,10468,Multifamily Housing,Whole Building,Bronx,2647,Sedgwick,0
35000.0,11.0,113.9,133.7,95.8,115.3,2.8,0.0,59118.8,607.2,97719.0,98546.5,251.1,222.9,28.2,100,1,35000,82,Multifamily Housing,10463,Multifamily Housing,Whole Building,Bronx,2600,Hudson,0
45430.0,61.0,135.1,142.1,95.1,102.0,4.9,0.9,3555172.2,38709.2,224573.2,223067.2,256.8,188.8,67.9,100,1,45430,114,Multifamily Housing,10459,Multifamily Housing,Whole Building,Bronx,923,Simpson,1
43230.0,7.0,199.5,214.2,161.5,175.2,5.1,1.6,6239900.2,68250.9,216838.8,219106.8,394.1,331.4,62.7,100,1,43230,103,Multifamily Housing,11211,Multifamily Housing,Whole Building,Brooklyn,609,METROPOLITAN,0
49816.0,15.0,181.3,191.5,77.1,80.5,15.0,0.3,1449283.4,14648.5,701161.5,746661.8,289.1,77.0,212.1,100,1,49816,98,Multifamily Housing,10040,Multifamily Housing,Whole Building,Manhattan,500,188,0
418000.0,75.0,187.5,196.2,92.3,100.9,12.7,0.5,19186230.2,226497.5,5314961.7,5299757.8,2720.4,1112.6,1607.8,70,1,418000,73,College/University,10461,Office,Whole Building,Bronx,1225,Park,2
240000.0,93.0,89.1,89.1,56.8,56.8,4.1,0.4,10251900.0,102519.0,990399.9,990399.9,844.1,544.5,299.6,100,1,240000,66,K-12 School,11235,K-12 School,Whole Building,Brooklyn,25,4th,2
290374.0,89.0,193.7,196.6,70.9,73.4,16.4,,,,4828911.3,4828911.3,1754.7,0.0,1754.7,100,1,294638,39,Office,10022,Office,Whole Building,Manhattan,600,Lexington,2
34830.0,7.0,153.6,162.2,119.5,127.8,4.7,1.1,3603200.0,38960.2,163914.4,163084.3,238.7,191.4,47.4,100,1,34830,68,Multifamily Housing,11209,Multifamily Housing,Whole Building,Brooklyn,9330,Hamilton,0
74453.0,50.0,154.6,157.8,86.0,90.1,8.9,0.6,4112091.0,44538.6,671447.9,659980.1,421.5,218.4,203.1,100,1,74453,22,Multifamily Housing,10002,Multifamily Housing,Whole Building,Manhattan,10,Rutgers,1
42500.0,6.0,145.3,,119.7,,3.3,1.2,4612300.2,49843.4,139285.4,138945.8,285.2,245.0,40.2,100,1,42500,97,Multifamily Housing,11204,Multifamily Housing,Whole Building,Brooklyn,1312,6th,0
318400.0,98.0,93.5,94.7,39.5,41.5,6.8,,,,2213611.3,2160021.5,1003.9,0.0,1003.9,80,1,318400,70,Office,10017,Office,Whole Building,Manhattan,477,Madison,2
60829.0,66.0,105.9,111.4,76.1,81.8,3.6,0.7,3873790.1,42310.5,221559.8,217872.6,272.8,205.8,67.0,100,1,60829,54,Multifamily Housing,10471,Multifamily Housing,Whole Building,Bronx,6535,Broadway,1
184975.0,87.0,75.3,78.7,47.6,51.0,3.7,0.0,71300.0,713.0,693199.9,693199.9,644.3,434.6,209.7,100,1,184975,58,K-12 School,10473,K-12 School,Whole Building,Bronx,885,Bolton,2
27738.0,99.0,57.7,57.5,20.6,20.5,6.0,,,,167445.8,166967.3,48.4,0.0,48.4,100,1,27738,106,Multifamily Housing,11211,Multifamily Housing,Whole Building,Brooklyn,190,8,2
32860.0,82.0,149.8,157.3,112.3,119.9,5.0,0.0,152296.9,1523.0,163597.7,163022.9,278.6,229.1,49.5,100,1,32860,112,Multifamily Housing,10456,Multifamily Housing,Whole Building,Bronx,1185,Fulton,2
407127.0,48.0,188.1,193.3,84.1,88.4,13.2,,,,5359101.7,5359101.7,2679.9,0.0,2679.9,25,1,407127,97,Office,10017,Office,Whole Building,Manhattan,285,Madison,1
63388.0,47.0,136.1,143.8,105.6,113.0,4.2,1.0,5776881.7,62530.5,268144.4,266795.2,384.3,306.8,77.5,100,1,63388,96,Multifamily Housing,10467,Multifamily Housing,NA,Bronx,3534,Bronx,1
41041.0,45.0,112.5,119.5,83.3,89.8,4.2,0.8,2828800.2,30932.9,172478.2,173201.6,200.1,150.3,49.8,100,1,41041,92,Multifamily Housing,11238,Multifamily Housing,NA,Brooklyn,338,Prospect,1
72901.0,69.0,90.2,,71.2,,2.9,0.1,370451.5,3722.6,215707.5,214892.5,385.3,323.0,62.3,100,1,72901,63,Multifamily Housing,11355,Multifamily Housing,Whole Building,Queens,143-43,41st,2
185318.0,95.0,87.1,,34.0,,7.2,0.1,1332978.8,13685.4,1336981.7,1338645.8,506.0,101.5,404.4,100,1,185318,64,Multifamily Housing,10037,Multifamily Housing,Whole Building,Manhattan,60,142nd,2
86576.0,93.0,95.1,99.8,71.8,76.4,3.1,0.1,681758.0,6943.0,265876.0,265876.0,459.8,379.3,80.4,100,1,86576,61,Multifamily Housing,11354,Multifamily Housing,Whole Building,Queens,144-30,Roosevelt,2
110570.0,81.0,127.3,133.6,95.0,101.5,5.1,0.0,386533.3,3908.3,565264.9,559742.7,800.5,637.2,163.3,100,1,110570,60,Multifamily Housing,10001,Multifamily Housing,Whole Building,Manhattan,430,34th,2
105600.0,97.0,63.8,63.8,35.3,35.3,3.8,0.2,2374699.7,23747.0,396400.0,396400.0,246.0,126.1,119.9,100,1,105600,59,K-12 School,11236,K-12 School,Whole Building,Brooklyn,1070,83rd,2
2809055.0,42.0,135.3,,96.7,,,0.8,223665540.7,2421398.6,13908268.9,,16933.7,12726.4,4207.3,100,1,2920848,82,Multifamily Housing,10462,Multifamily Housing,Whole Building,Bronx,2000,Tremont,1
45532.0,4.0,211.4,218.9,172.0,179.6,4.9,0.6,2549720.0,25497.2,221652.2,221082.2,543.3,476.2,67.1,100,1,45532,95,Multifamily Housing,11372,Multifamily Housing,Whole Building,Queens,37-43,88th,0
26500.0,100.0,54.0,,38.6,,,,,,54646.4,,78.6,62.1,16.5,100,1,26500,122,Multifamily Housing,11211,Multifamily Housing,Whole Building,Brooklyn,285,6th,2
178887.0,39.0,122.5,124.9,67.1,69.4,7.3,0.4,7542878.9,79548.5,1305816.3,1305816.3,795.7,400.6,395.0,100,1,50000,9,Multifamily Housing,10032,Multifamily Housing,Whole Building,Manhattan,898,Nicholas,1
41925.0,65.0,109.0,114.8,72.6,78.1,4.6,0.6,2388274.6,26178.6,192489.6,192489.6,185.1,126.9,58.2,100,1,41925,119,Multifamily Housing,11215,Multifamily Housing,Whole Building,Brooklyn,135,Prospect,1
256459.0,1.0,7319.2,,5967.6,,25.8,0.0,2415862.4,24158.6,12552153.9,12552153.9,193507.0,128.3,193378.7,100,1,486459,65,Office,10065,Office,Whole Building,Manhattan,660,Madison,0
25000.0,1.0,262.0,,201.7,,9.3,0.1,191286.7,1912.9,237271.4,233100.3,383.0,314.4,68.6,100,1,25000,107,Multifamily Housing,10457,Multifamily Housing,Whole Building,Bronx,273,176,0
102000.0,63.0,108.7,112.2,74.9,78.2,5.0,0.6,5892699.9,62301.4,512914.8,512914.8,461.2,313.0,148.2,100,1,102000,28,Multifamily Housing,11239,Multifamily Housing,Whole Building,Brooklyn,99,Vandalia,1
135700.0,13.0,109.1,111.4,49.7,51.9,9.5,0.2,2323907.5,26269.2,1294213.2,1294213.2,497.4,123.4,374.0,100,1,135700,22,Distribution Center,10473,Distribution Center,Whole Building,Bronx,2345,Zerega,0
28530.0,31.0,127.3,,92.7,,4.3,,,,120103.5,121460.5,155.0,,36.3,95,1,28530,87,Multifamily Housing,11226,Multifamily Housing,Whole Building,Brooklyn,1620,Caton,0
84132.0,64.0,112.8,117.3,81.7,86.3,3.7,0.7,5786245.0,61847.2,318637.1,315245.6,403.7,307.3,96.4,100,1,84132,100,Multifamily Housing,10458,Multifamily Housing,Whole Building,Bronx,2953,DECATUR,1
28753.0,5.0,168.5,177.7,137.6,146.4,4.1,0.1,159340.6,1604.8,116274.5,116985.6,299.5,264.4,35.2,100,1,28753,93,Multifamily Housing,10040,Multifamily Housing,Whole Building,Manhattan,80,Arden,0
292677.0,1.0,195.9,207.1,165.4,176.1,3.7,1.6,44704835.1,478313.8,1087378.8,1087378.8,2688.7,2374.5,314.2,100,1,292677,60,Multifamily Housing,11694,Multifamily Housing,Whole Building,Queens,106-20,Front,0
44191.0,47.0,61.1,60.4,21.8,21.6,6.3,,,,282830.9,279355.7,81.7,0.0,81.7,100,1,44191,65,Worship Facility,11209,Worship Facility,Whole Building,Brooklyn,401,97th,1
306591.0,45.0,157.7,155.3,68.7,67.9,14.1,0.1,3206036.1,32060.4,4751665.6,4669477.7,1790.7,417.6,1373.0,100,1,330291,96,Office,10018,Office,Whole Building,Manhattan,509-19,8th,1
629814.0,50.0,347.9,348.0,130.7,132.6,28.5,0.0,248766.7,2487.7,18179342.4,17968986.2,6842.5,13.2,6829.3,100,1,629814,42,Office,10017,Office,Whole Building,Manhattan,120,Park,1
35964.0,13.0,142.3,151.6,115.4,124.4,2.9,1.1,3786729.4,41156.8,106523.1,105397.9,233.4,201.1,32.2,100,1,35964,101,Multifamily Housing,11214,Multifamily Housing,Whole Building,Brooklyn,7802,21st,0
62002.0,100.0,2.7,2.7,1.0,1.0,0.3,,,,17721.0,17477.0,5.1,0.0,5.1,100,1,62002,60,Multifamily Housing,10010,Multifamily Housing,Whole Building,Manhattan,225,26,2
70246.0,8.0,129.6,131.3,71.7,74.0,9.0,0.4,2854448.1,30467.5,638911.0,630797.0,336.2,151.6,184.6,100,1,70246,26,Non-Refrigerated Warehouse,11693,Non-Refrigerated Warehouse,Whole Building,Queens,316,96th,0
25715.0,97.0,132.9,139.5,77.4,83.7,7.3,0.5,1214600.0,13767.8,186880.0,186880.0,131.3,74.8,56.5,100,1,25715,86,K-12 School,11238,K-12 School,Whole Building,Brooklyn,227,Sterling,2
49200.0,68.0,99.4,104.7,77.2,82.1,3.1,0.7,3280000.2,35162.3,151598.9,152706.6,218.0,174.2,43.8,100,1,49200,86,Multifamily Housing,11214,Multifamily Housing,Whole Building,Brooklyn,7714,BAY,2
114821.0,45.0,144.2,144.6,60.8,63.1,11.0,0.3,2572500.1,29422.5,1293199.7,1261488.0,527.8,136.6,391.2,100,1,114821,31,K-12 School,10033,K-12 School,Whole Building,Manhattan,4360,Broadway,1
78724.0,25.0,265.7,,174.4,,13.6,,10013145.1,,1088864.3,1071909.8,846.5,531.8,314.6,100,1,78724,9,Hotel,10018,Hotel,Whole Building,Manhattan,45,38th,0
62797.0,26.0,134.3,138.4,75.5,79.4,7.7,0.5,3085270.0,33302.6,484632.9,484632.9,310.5,163.9,146.6,100,1,62797,12,Multifamily Housing,11106,Multifamily Housing,Whole Building,Queens,35-40,30TH,0
140170.0,33.0,139.4,145.6,96.7,103.1,6.3,0.8,10522789.9,114549.7,889074.8,877002.5,815.8,558.9,256.9,100,1,140170,105,Multifamily Housing,10023,Multifamily Housing,Whole Building,Manhattan,141,73,1
81600.0,53.0,105.1,110.9,82.5,88.0,3.1,0.8,5871617.1,63184.5,252467.7,252402.7,384.8,311.9,73.0,100,1,81600,92,Multifamily Housing,11209,Multifamily Housing,Whole Building,Brooklyn,252,74th,1
82576.0,36.0,117.7,124.1,104.5,110.6,1.2,1.0,7490299.9,79931.2,96426.0,96984.3,487.3,458.1,29.2,100,1,82576,86,Multifamily Housing,11432,Multifamily Housing,Whole Building,Queens,88-24,Merrick,1
27090.0,100.0,40.8,41.9,16.0,16.4,4.1,0.0,61980.0,619.8,108856.3,112120.7,34.7,3.3,31.5,100,1,27090,86,Multifamily Housing,10467,Multifamily Housing,NA,Bronx,92,208th,2
41255.0,42.0,123.2,129.2,92.5,98.3,4.4,0.8,3201721.1,34417.9,180188.9,179638.8,222.1,170.1,52.1,100,1,41255,67,Multifamily Housing,11104,Multifamily Housing,NA,Queens,4311,49th,1
135429.0,99.0,75.8,,24.1,,,,,,1055075.3,,319.2,0.0,319.2,90,1,149179,101,Office,10022,Office,Whole Building,Manhattan,551,Madison,2
36421.0,100.0,51.0,51.2,22.8,22.9,4.6,0.1,269323.3,2693.2,164917.3,165757.5,62.0,14.3,47.7,100,1,36421,115,Multifamily Housing,10031,Multifamily Housing,Whole Building,Manhattan,51,Hamilton,2
86298.0,59.0,108.1,113.6,75.9,81.1,4.8,0.6,6563003.4,71234.0,523128.0,523777.4,499.8,348.6,151.2,100,1,109938,35,Multifamily Housing,11354,Multifamily Housing,Whole Building,Queens,35-20,147th,1
27109.0,27.0,141.3,148.5,80.5,86.4,9.7,0.5,1303425.0,14460.5,257622.6,262474.2,143.7,69.2,74.4,100,1,27109,20,Multifamily Housing,10002,Multifamily Housing,Whole Building,Manhattan,114,Ridge,0
183600.0,7.0,243.8,245.2,100.3,104.3,19.0,0.4,6254199.6,72290.0,3565199.7,3493804.8,1410.7,332.2,1078.5,100,1,183600,98,K-12 School,11373,K-12 School,Whole Building,Queens,45-10,94th,0
29800.0,33.0,162.6,,118.0,,5.9,0.0,64430.0,644.3,177380.1,176315.8,270.9,217.3,53.7,95,1,29800,73,Multifamily Housing,10011,Multifamily Housing,Whole Building,Manhattan,421,21st,1
86442.0,34.0,143.3,149.4,109.7,115.7,4.7,1.0,8090292.5,86282.4,407759.5,403365.9,547.5,429.7,117.8,100,1,86442,94,Multifamily Housing,10457,Multifamily Housing,Whole Building,Bronx,1455,Sheridan,1
27108.0,54.0,102.3,109.2,77.3,84.1,3.5,0.7,1768089.8,19554.0,95963.1,94831.0,121.6,93.9,27.7,100,1,27108,123,Multifamily Housing,10011,Multifamily Housing,Whole Building,Manhattan,82,Washington,1
115769.0,51.0,101.5,106.5,71.0,75.9,4.9,0.0,175190.6,1769.0,563384.5,563869.7,633.4,470.6,162.8,100,1,115769,101,Multifamily Housing,10128,Multifamily Housing,Whole Building,Manhattan,1349,Lexington,1
58368.0,81.0,103.7,103.8,71.0,71.0,4.1,0.6,3329840.7,33298.4,238879.7,238890.7,249.1,176.9,72.3,100,1,58368,103,Multifamily Housing,10468,Multifamily Housing,Whole Building,Bronx,2254,CEDAR,2
31914.0,16.0,185.1,194.2,119.4,127.3,8.5,1.0,2898920.0,31389.0,267178.6,270968.5,234.8,154.0,80.8,100,1,31914,51,Multifamily Housing,10460,Multifamily Housing,Whole Building,Bronx,999,Tremont,0
22500.0,15.0,195.9,194.3,141.3,140.8,8.5,0.0,89712.5,910.6,260558.7,255627.7,321.9,246.7,75.3,100,1,30000,112,K-12 School,10471,K-12 School,Whole Building,Bronx,5940,Cortona,0
63560.0,44.0,108.8,115.2,82.8,89.0,3.0,0.8,4601521.7,49948.6,194457.3,193685.9,303.2,244.4,58.8,100,1,63560,87,Multifamily Housing,11219,Multifamily Housing,Whole Building,Brooklyn,5601,14,1
60294.0,68.0,104.3,112.2,80.0,87.3,3.4,0.8,4122899.9,45533.1,205385.9,207572.4,278.3,219.0,59.3,100,1,60294,82,Multifamily Housing,11226,Multifamily Housing,Whole Building,Brooklyn,383,17th,2
87655.0,100.0,43.0,42.5,19.4,19.3,3.7,0.1,573519.7,5778.9,331139.1,326239.8,126.1,30.5,95.7,100,1,87655,96,Multifamily Housing,10462,Multifamily Housing,Whole Building,Bronx,2144,Park,2
